title,description,link,category
UČITELJ/ICA HRVATSKOG JEZIKA,"Opis posla: UČITELJ/ICA HRVATSKOG JEZIKA, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 10.03.2016, Mjesto rada: PODGORA, Općina: PODGORA, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75133216,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA HRVATSKOG JEZIKA NA ODREĐENO NEPUNO RADNO VRIJEME (4/8 SATI TJEDNO),"Opis posla: NASTAVA HRVATSKOG JEZIKA, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 10.03.2016, Mjesto rada: OKRUG GORNJI, Općina: OKRUG, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75173151,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA INFORMATIKE,"Opis posla: UČITELJ/ICA INFORMATIKE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 07.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75081994,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA INFORMATIKE,"Opis posla: UČITELJ/ICA INFORMATIKE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 12.03.2016, Mjesto rada: OSIJEK, Općina: OSIJEK, Županija: OSJEČKO-BARANJSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75224832,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA INFORMATIKE,"Opis posla: UČITELJ/ICA INFORMATIKE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 07.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75075290,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA KEMIJE,"Opis posla: UČITELJ/ICA KEMIJE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 05.03.2016, Mjesto rada: PULA-POLA, Općina: PULA-POLA, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75066925,"Profesori, nastavnici i stručnjaci za obrazovanje"
"UČITELJ/ICA KEMIJE, PRIRODE I BIOLOGIJE","Opis posla: UČITELJ/ICA KEMIJE, PRIRODE I BIOLOGIJE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 10.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75153213,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA LIKOVNE KULTURE,"Opis posla: UČITELJ/ICA LIKOVNE KULTURE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: ŠĆITARJEVO, Općina: VELIKA GORICA, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75137170,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA LIKOVNE KULTURE,"Opis posla: UČITELJ/ICA LIKOVNE KULTURE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 08.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75137399,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA LIKOVNE KULTURE-STRUČNJAK EDUKACIJSKO-REHABILITACIJSKOG PROFILA,"Opis posla: NASTAVA IZ LIKOVNE KULTURE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 08.03.2016, Mjesto rada: VIROVITICA, Općina: VIROVITICA, Županija: VIROVITIČKO-PODRAVSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75113392,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA MATEMATIKE,"Opis posla: ODGOJNO OBRAZOVNI RAD SA UČENICIMA, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 05.03.2016, Mjesto rada: KRAJ, Općina: DICMO, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75049794,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA MATEMATIKE,"Opis posla: UČITELJ/ICA MATEMATIKE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 05.03.2016, Mjesto rada: PULA-POLA, Općina: PULA-POLA, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75066409,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA MATEMATIKE,"Opis posla: UČITELJ/ICA MATEMATIKE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75114710,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA MATEMATIKE,"Opis posla: <P>IZVOĐENJE NASTAVE MATEMATIKE</P>, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: OBROVAC SINJSKI, Općina: SINJ, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75113277,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA MATEMATIKE,"Opis posla: UČITELJ/ICA MATEMATIKE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 05.03.2016, Mjesto rada: SESVETE, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75023495,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA MATEMATIKE,"Opis posla: UČITELJ/ICA MATEMATIKE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: GRADEC, Općina: GRADEC, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75124335,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA NJEMAČKOG JEZIKA,"Opis posla: <P>-UČITELJ/ICA NJEMAČKOG JEZIKA, POLA RANOD VREMENA, ODREĐENO DO POVRATKA RADNICE S BOLOVANJA</P>, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: OREHOVICA, Općina: OREHOVICA, Županija: MEĐIMURSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75111100,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA NJEMAČKOG JEZIKA,"Opis posla: UČITELJ/ICA NJEMAČKOG JEZIKA, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 12.03.2016, Mjesto rada: MEDULIN, Općina: MEDULIN, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75224317,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA NJEMAČKOG JEZIKA,"Opis posla: UČITELJ NJEMAČKOG JEZIKA U OSNOVNOJ ŠKOLI., Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 10.03.2016, Mjesto rada: GLINA, Općina: GLINA, Županija: SISAČKO-MOSLAVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75206154,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA NJEMAČKOG JEZIKA,"Opis posla: <P>UČITELJ/ICA NJEMAČKOG JEZIKA</P>, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 10.03.2016, Mjesto rada: VIROVITICA, Općina: VIROVITICA, Županija: VIROVITIČKO-PODRAVSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75180256,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA NJEMAČKOG JEZIKA,"Opis posla: UČITELJ NJEMAČKOG JEZIKA, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 08.03.2016, Mjesto rada: VOĆIN, Općina: VOĆIN, Županija: VIROVITIČKO-PODRAVSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75152009,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA POVIJESTI,"Opis posla: UČITELJ/ICA POVIJESTI, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: PULA-POLA, Općina: PULA-POLA, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75141410,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA POVIJESTI,"Opis posla: UČITELJ/ICA POVIJESTI, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75135565,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA PRIPREMNE NASTAVE HRVATSKOG JEZIKA,"Opis posla: UČITELJ/ICA PRIPREMNE NASTAVE HRVATSKOG JEZIKA, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 05.03.2016, Mjesto rada: PULA-POLA, Općina: PULA-POLA, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75067154,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE,"Opis posla: UČITELJ/ICA RAZREDNE NASTAVE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: ŠĆITARJEVO, Općina: VELIKA GORICA, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75137571,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE,"Opis posla: UČITELJ/ICA RAZREDNE NASTAVE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: LIVADE-LEVADE, Općina: OPRTALJ-PORTOLE, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75151093,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE,"Opis posla: UČITELJ/ICA RAZREDNE NASTAVE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 08.03.2016, Mjesto rada: ZAGREB-SUSEDGRAD, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75083598,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE,"Opis posla: UČITELJ/ICA RAZREDNE NASTAVE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 07.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75063144,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE,"Opis posla: UČITELJ/ICA RAZREDNE NASTAVE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 19.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74889251,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE,"Opis posla: UČITELJ/ICA RAZREDNE NASTAVE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75136654,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE,"Opis posla: <P>UČITELJ RAZREDNE NASTAVE</P>, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: GORNJE RAŠTANE, Općina: SVETI FILIP I JAKOV, Županija: ZADARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75129836,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE,"Opis posla: UČITELJ/ICA RAZREDNE NASTAVE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 08.03.2016, Mjesto rada: HRVATSKA KOSTAJNICA, Općina: HRVATSKA KOSTAJNICA, Županija: SISAČKO-MOSLAVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75092995,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE,"Opis posla: UČITELJ/ICA RAZREDNE NASTAVE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 10.03.2016, Mjesto rada: ŠPIŠIĆ BUKOVICA, Općina: ŠPIŠIĆ BUKOVICA, Županija: VIROVITIČKO-PODRAVSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75181517,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE,"Opis posla: <BR />, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 12.03.2016, Mjesto rada: ZADAR, Općina: ZADAR, Županija: ZADARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75209878,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE,"Opis posla: IZVOĐENJE RAZREDNE NASTAVE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: OBROVAC SINJSKI, Općina: SINJ, Županija: SPLITSKO-DALMATINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75112762,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE,"Opis posla: UČITELJ/ICA RAZREDNE NASTAVE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 03.05.2016, Mjesto rada: OSIJEK, Općina: OSIJEK, Županija: OSJEČKO-BARANJSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75202888,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE,"Opis posla: <BR />, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: METKOVIĆ, Općina: METKOVIĆ, Županija: DUBROVAČKO-NERETVANSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75120840,"Profesori, nastavnici i stručnjaci za obrazovanje"
STRUČNI SURADNIK/ICA U NABAVI,"Opis posla: <BR />, Kategorija: STRUČNJACI IZ DRUŠTVENOG, HUMANISTIČKOG I UMJETNIČKOG PODRUČJA, Rok za prijavu: 09.03.2016, Mjesto rada: OGULIN, Općina: OGULIN, Županija: KARLOVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75140206,"Stručnjaci iz društvenog, humanističkog i umjetničkog područja"
UČITELJ/ICA RAZREDNE NASTAVE - PRIHVAT UČENIKA,"Opis posla: UČITELJ/ICA RAZREDNE NASTAVE - PRIHVAT UČENIKA, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 12.03.2016, Mjesto rada: MEDULIN, Općina: MEDULIN, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75223973,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE S POJAČANIM ENGLESKIM,"Opis posla: UČITELJ/ICA RAZREDNE NASTAVE S POJAČANIM ENGLESKIM, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 10.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75159572,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE U PRODUŽENOM BORAVKU,"Opis posla: UČITELJ/ICA RAZREDNE NASTAVE U PRODUŽENOM BORAVKU, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75136138,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA RAZREDNE NASTAVE-STRUČNO OSPOSOBLJAVANJE BEZ ZASNIVANJA RADNOG ODNOSA,"Opis posla: UČITELJ/ICA RAZREDNE NASTAVE NA ODREĐENO PUO RADNO VRIJEME NAJDUŽE DO 12 MJESECI(STRUČNO OSPOSOBLJAVANJE ZA RAD BEZ ZASNIVANJA RADNOG ODNOSA) U PŠ LAĐANSKA, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 11.03.2016, Mjesto rada: LAĐANSKA, Općina: NAŠICE, Županija: OSJEČKO-BARANJSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75214691,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA STRUČNJAK EDUKACIJSKO-REHABLITACIJSKOG PROFILA-MAGISTAR/A EDUKACIJSKE REHABILITACIJE,"Opis posla: EDUKACIJSKO-REHABILITACIJSKI POSLOVI, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 08.03.2016, Mjesto rada: VIROVITICA, Općina: VIROVITICA, Županija: VIROVITIČKO-PODRAVSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75113908,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA TALIJANSKOG JEZIKA,"Opis posla: UČITELJ/ICA TALIJANSKOG JEZIKA, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: BUZET, Općina: BUZET, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75151895,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA TALIJANSKOG JEZIKA,"Opis posla: UČITELJ/ICA TALIJANSKOG JEZIKA, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: BUZET, Općina: BUZET, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75152640,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA TALIJANSKOG JEZIKA,"Opis posla: <BR />, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 11.03.2016, Mjesto rada: GALOVAC, Općina: GALOVAC, Županija: ZADARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75207300,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA TEHNIČKE KULTURE,"Opis posla: UČITELJ/ICA TEHNIČKE KULTURE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 12.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75233828,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA TEHNIČKE KULTURE,"Opis posla: UČITELJ/ICA TEHNIČKE KULTURE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 14.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75221452,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA TEHNIČKE KULTURE,"Opis posla: UČITELJ/ICA TEHNIČKE KULTURE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: NOVIGRAD-CITTANOVA, Općina: NOVIGRAD-CITTANOVA, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75125195,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA TEHNIČKE KULTURE,"Opis posla: UČITELJ/ICA TEHNIČKE KULTURE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: PULA-POLA, Općina: PULA-POLA, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75141467,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA TJELESNE I ZDRAVSTVENE KULTURE,"Opis posla: UČITELJ/ICA TJELESNE I ZDRAVSTVENE KULTURE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 11.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=74873323,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA TJELESNE I ZDRAVSTVENE KULTURE,"Opis posla: <BR />, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 12.03.2016, Mjesto rada: ZADAR, Općina: ZADAR, Županija: ZADARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75208216,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA TJELESNE I ZDRAVSTVENE KULTURE,"Opis posla: UČITELJ/ICA TJELESNE I ZDRAVSTVENE KULTURE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 10.03.2016, Mjesto rada: ZAGREB, Općina: GRAD ZAGREB, Županija: GRAD ZAGREB",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75136253,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/ICA U PRODUŽENOM BORAVKU,"Opis posla: UČITELJ/ICA U PRODUŽENOM BORAVKU, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: NOVIGRAD-CITTANOVA, Općina: NOVIGRAD-CITTANOVA, Županija: ISTARSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75127086,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/UČITELJ RAZREDNE NASTAVE,"Opis posla: UČITELJ/UČITELJICA RAZREDNE NASTAVE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 09.03.2016, Mjesto rada: DUGO SELO, Općina: DUGO SELO, Županija: ZAGREBAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75140951,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/UČITELJICA EDUKATOR/EDUKATORICA - REHABILITATOR/REHABILITATORICA,"Opis posla: UČITELJ/UČITELJICA EDUKATOR-REHABILITATOR, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 07.03.2016, Mjesto rada: BELI MANASTIR, Općina: BELI MANASTIR, Županija: OSJEČKO-BARANJSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75103079,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/UČITELJICA ENGLESKOG JEZIKA PO HELEN DORON METODI,"Opis posla: UČITELJ/UČITELJICA ENGLESKOG JEZIKA PO HELEN DORON METODI, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 31.03.2016, Mjesto rada: VARAŽDIN, Općina: VARAŽDIN, Županija: VARAŽDINSKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75118434,"Profesori, nastavnici i stručnjaci za obrazovanje"
UČITELJ/UČITELJICA GEOGRAFIJE,"Opis posla: IZVOĐENJE NASTAVE IZ GEOGRAFIJE, Kategorija: PROFESORI, NASTAVNICI I STRUČNJACI ZA OBRAZOVANJE, Rok za prijavu: 10.03.2016, Mjesto rada: VRGINMOST , Općina: GVOZD, Županija: SISAČKO-MOSLAVAČKA",http://burzarada.hzz.hr/RadnoMjesto_Ispis.aspx?WebSifra=75172349,"Profesori, nastavnici i stručnjaci za obrazovanje"
